,artist,num_songs,num_weeks_on_charts,earliest_date
5954,Dinah Washington,19,114,1959-05-25
5955,Cookie And His Cupcakes,2,19,1959-01-19
5956,Percy Mayfield,1,1,1963-06-01
5957,Mongo Santamaria Band,1,11,1963-03-16
5958,The Rivingtons,2,15,1962-08-18
5959,Shelley Fabares,4,36,1962-03-03
5960,"""Pookie"" Hudson",1,1,1963-05-25
5961,Kenny Chandler,1,7,1963-04-06
5962,The Appalachians,1,8,1963-03-30
5963,Rockin' Rebels,1,4,1963-04-27
5964,Ricky Nelson,19,199,1958-08-04
5965,The Hippies (Formerly The Tams),1,5,1963-04-13
5966,Jo Ann Campbell,3,19,1960-08-15
5967,Mike Clifford,3,21,1962-09-15
5968,The Percells,1,6,1963-03-30
5969,Bill Pursell,1,14,1963-02-02
5970,The Belmonts,6,47,1961-05-22
5971,Charlie Russo,1,5,1963-03-30
5972,Boots Randolph and his Combo,1,9,1963-02-23
5973,The Rebels,1,17,1962-12-29
5974,George McCurn,1,8,1963-03-02
5975,Johnny Beecher and his Buckingham Road Quintet,1,8,1963-03-02
5976,Ella Fitzgerald,3,22,1960-05-02
5977,The Chantels,3,23,1961-08-28
5978,Joe Harnell And His Orchestra,2,14,1962-12-29
5979,Arthur Lyman Group,2,23,1961-05-29
5980,Charlie Byrd,1,9,1963-01-26
5981,The Shepherd Sisters,1,2,1963-03-09
5982,Duane Eddy and the Rebelettes,2,25,1962-10-06
5983,Vince Guaraldi Trio,1,18,1962-12-08
5984,The Valentinos (The Lovers),1,2,1963-03-30
5985,Bobby Comstock,2,13,1959-10-26
5986,Lou Monte,2,13,1962-12-08
5987,Bobby Callender,1,2,1963-03-16
5988,Teddy Randazzo,2,17,1960-04-18
5989,The Tornadoes,2,21,1962-11-03
5990,The Dave Brubeck Quartet,3,25,1961-09-11
5991,The Matys Bros.,1,9,1963-01-19
5992,The Demensions,2,18,1960-07-04
5993,Floyd Cramer,10,82,1960-10-10
5994,Little Esther Phillips,1,5,1963-02-09
5995,Marcie Blane,2,19,1962-10-20
5996,The Rumblers,1,2,1963-02-16
5997,Sandy Stewart,1,10,1962-12-29
5998,The Pastel Six,1,10,1962-12-29
5999,Bent Fabric and His Piano,2,26,1962-07-28
6000,The Alley Cats,1,7,1963-01-12
6001,Kitty Kallen,3,27,1959-10-05
6002,The Ribbons,1,4,1963-02-02
6003,Mr. Acker Bilk,4,33,1962-03-17
6004,Marion Worth,1,8,1962-12-29
6005,The Furys,1,2,1963-02-09
6006,The Earls,1,9,1962-12-15
6007,Shep And The Limelites,6,40,1961-03-27
6008,Les Cooper and the Soul Rockers,1,16,1962-10-06
6009,Jerry Landis,1,3,1963-01-19
6010,Herb Alpert And Tijuana Brass,1,14,1962-10-27
6011,Lonnie Russ,1,8,1962-12-08
6012,Gabriel And The Angels,1,11,1962-11-10
6013,The Excellents,1,9,1962-11-24
6014,The Toy Dolls,1,4,1962-12-29
6015,Roosevelt Fountain And Pens Of Rhythm,1,3,1963-01-05
6016,Stan Getz/Charlie Byrd,1,16,1962-09-29
6017,Mel Torme,1,11,1962-11-03
6018,Junior Parker,2,3,1961-05-22
6019,The Sherrys,2,9,1962-10-06
6020,Mark Valentino,1,9,1962-11-10
6021,Ray Anthony,2,10,1962-06-30
6022,The Harry Simeone Chorale,1,28,1958-12-22
6023,David Seville And The Chipmunks,6,54,1959-02-16
6024,The Cleftones,3,17,1961-05-22
6025,Mahalia Jackson,1,1,1962-12-29
6026,The Majors,3,20,1962-08-11
6027,John D. Loudermilk,4,21,1961-11-06
6028,Bobby Rydell/Chubby Checker,1,7,1961-12-11
6029,Pat Thomas,1,2,1962-12-08
6030,Trade Martin,1,8,1962-10-20
6031,Stan Kenton,1,9,1962-10-13
6032,Walter Brennan,3,20,1962-04-07
6033,Lawrence Welk,1,1,1962-12-08
6034,Pete Antell,1,1,1962-12-08
6035,Kris Jensen,1,14,1962-09-01
6036,Buddy Greco,1,11,1962-09-22
6037,Dean Christie,1,4,1962-11-03
6038,Ketty Lester,4,23,1962-02-24
6039,Hank Snow,2,12,1960-12-05
6040,Joe Henderson,3,17,1962-05-19
6041,The Springfields,2,13,1962-08-04
6042,Ann Cole,1,1,1962-11-24
6043,Bunker Hill,1,13,1962-08-25
6044,David Thorne,1,4,1962-10-20
6045,Kay Starr,3,16,1961-03-20
6046,Bobby Curtola,2,17,1962-05-05
6047,Claude King,4,34,1961-07-17
6048,Tommy Boyce,1,3,1962-10-13
6049,Rex Allen,1,8,1962-09-15
6050,Anthony Newley,4,15,1960-07-18
6051,Martin Denny and His Orchestra,1,15,1962-07-14
6052,Joanie Sommers,3,26,1960-07-04
6053,The Champs,6,34,1958-08-11
6054,Baby Cortez,1,14,1962-07-14
6055,Jerry Reed And The Hully Girlies,2,6,1962-06-30
6056,Claudine Clark,1,15,1962-06-30
6057,Don Gardner And Dee Dee Ford,3,25,1962-06-02
6058,Florraine Darlin,1,7,1962-08-25
6059,The Fiestas,2,22,1959-04-06
6060,Bobby Vee and The Crickets,1,2,1962-09-22
6061,Bob Braun,1,10,1962-07-21
6062,Dick Roman,1,7,1962-08-04
6063,King Curtis And The Noble Knights,2,22,1962-02-17
6064,The Wanderers,2,6,1961-05-15
6065,Al Casey Combo,2,8,1962-04-07
6066,Barbara George,3,26,1961-11-13
6067,Ruth Brown,6,29,1958-09-22
6068,David Rose and His Orchestra,1,17,1962-05-12
6069,The Victor Feldman Quartet,1,1,1962-09-01
6070,The Castells,4,29,1961-05-29
6071,Dave York and The Beachcombers,1,1,1962-08-25
6072,Valjean on Piano,2,10,1962-05-19
6073,Nelson Riddle,1,12,1962-06-02
6074,Joe Dowell,3,32,1961-06-26
6075,Emilio Pericoli,1,14,1962-05-19
6076,Little Joey And The Flips,1,10,1962-06-16
6077,The Highwaymen,5,52,1961-07-10
6078,Dr. Feelgood And The Interns,2,12,1962-04-21
6079,Cathy Carroll,1,3,1962-08-04
6080,Vincent Edwards,1,2,1962-08-11
6081,The Capris,4,20,1961-01-02
6082,Carroll Bros.,1,1,1962-08-18
6083,The Jamies,1,19,1958-08-18
6084,Vince Edwards,1,6,1962-07-07
6085,Ike Clanton,2,4,1960-05-23
6086,Jimmy Norman,1,8,1962-06-16
6087,Jimmy Smith And The Big Band,1,13,1962-05-12
6088,Toni Fisher,1,11,1962-05-26
6089,Little Jo Ann,1,5,1962-07-07
6090,The Lafayettes,1,3,1962-07-21
6091,Dreamlovers,1,5,1962-06-30
6092,John Lee Hooker,1,10,1962-05-26
6093,Bobby Lewis,4,37,1961-04-24
6094,Janie Grant,3,20,1961-03-27
6095,The Playmates,8,51,1958-08-04
6096,Bobby Gregg and His Friends,2,14,1962-03-17
6097,The Castle Sisters,1,1,1962-07-21
6098,The Volume's,1,12,1962-04-28
6099,Mickey Shorr and The Cutups,1,5,1962-06-16
6100,Nathaniel Mayer And The Fabulous Twilights,1,12,1962-04-28
6101,Kenny Ball and his Jazzmen,3,21,1962-02-03
6102,Maureen Gray,1,3,1962-06-09
6103,The Blue-Belles,1,11,1962-04-21
6104,Ernie Maresca,1,14,1962-03-31
6105,Bertha Tillman,1,9,1962-05-05
6106,The Miniature Men,1,4,1962-06-09
6107,Rene And Ray,1,3,1962-06-09
6108,Ray And Bob,1,1,1962-06-23
6109,Ronnie and The Hi-Lites,1,12,1962-03-31
6110,Benny Spellman,1,6,1962-05-05
6111,Wanda Jackson,5,42,1960-08-29
6112,James Ray,2,24,1961-11-20
6113,Yvonne Baker and the Sensations,1,6,1962-04-28
6114,Johnnie Morisette,1,9,1962-04-14
6115,Chubby Checker (with Dee Dee Sharp),1,14,1962-03-03
6116,Larry Finnegan,1,14,1962-02-24
6117,Hayley Mills,1,11,1962-03-17
6118,Jack Ross,2,15,1962-01-13
6119,Jennell Hawkins,1,8,1962-03-24
6120,Jerry Byrd,2,10,1960-08-01
6121,The Sensations,1,18,1962-01-06
6122,Perez Prado And His Orchestra,4,29,1958-08-04
6123,Ral Donner,5,50,1961-04-17
6124,The Duke Of Earl,1,2,1962-04-28
6125,Little Junior Parker,1,8,1962-03-10
6126,Leroy Van Dyke,2,23,1961-10-30
6127,Big Sambo and The House Wreckers,1,7,1962-03-10
6128,David Carroll And His Orchestra,2,8,1960-10-24
6129,Ann-Margret,3,20,1961-07-24
6130,Huey Smith,1,8,1962-02-17
6131,The G-Clefs,2,21,1961-09-18
6132,Johnny Horton,8,90,1959-04-27
6133,Doris Day,5,29,1958-08-04
6134,Charlie Drake,1,12,1962-01-13
6135,Pete Fountain,2,9,1960-02-08
6136,Dukays,1,6,1962-01-20
6137,Mar-Keys,3,21,1961-07-03
6138,Marlowe Morris Quintet,1,1,1962-03-31
6139,The Virtues,2,17,1959-03-09
6140,Sheb Wooley,3,21,1958-08-04
6141,Pearlettes,1,2,1962-03-10
6142,Hank Ballard,1,4,1962-02-10
6143,The Marcels,4,34,1961-03-06
6144,Rod McKuen,1,6,1962-01-20
6145,Saverio Saridis,1,5,1962-01-27
6146,Johnny Gibson,1,4,1962-02-03
6147,The Megatons,1,4,1962-01-27
6148,Ernie K-Doe,5,29,1961-03-27
6149,Jimmy Elledge,1,14,1961-11-13
6150,Bobby Edwards,2,23,1961-08-28
6151,Phil McLean,1,10,1961-12-04
6152,Frank Slay And His Orchestra,1,9,1961-12-11
6153,Clarence Henry,5,42,1961-02-20
6154,Buster Brown,3,22,1960-02-01
6155,Troy Shondell,3,20,1961-09-18
6156,Si Zentner And His Orchestra,1,9,1961-11-13
6157,Kenny Dino,1,11,1961-11-06
6158,Jack Eubanks,1,4,1961-11-27
6159,Don Gibson,12,82,1958-08-04
6160,Sims Twins,1,8,1961-10-23
6161,Charles Brown,1,2,1961-12-25
6162,Sleepy King,1,3,1961-12-18
6163,Ernie Freeman,2,7,1960-10-24
6164,Ferlin Husky,2,19,1960-11-28
6165,The Jack Halloran Singers,1,1,1962-01-06
6166,Tico And The Triumphs,1,1,1962-01-06
6167,Don Shirley,1,1,1962-01-06
6168,Danny Peppermint and the Jumping Jacks,1,4,1961-12-04
6169,Johnny Preston,5,62,1959-10-12
6170,Jimmie Beaumont,1,1,1961-12-25
6171,The Flares,1,15,1961-09-04
6172,Johnny Burnette,5,55,1960-07-25
6173,Hayley Mills and Hayley Mills,1,14,1961-09-04
6174,Helen Shapiro,1,1,1961-12-04
6175,Curtis Lee,2,18,1961-07-03
6176,The Pentagons,2,15,1961-02-20
6177,Jack Scott,19,138,1958-08-04
6178,Valadiers,1,2,1961-11-20
6179,The Stereos,1,9,1961-09-25
6180,Bob Moore and His Orch.,1,15,1961-08-14
6181,Duals,1,11,1961-09-11
6182,The Lennon Sisters,1,7,1961-09-25
6183,The McGuire Sisters,9,49,1958-09-01
6184,Jose Jimenez,1,11,1961-07-10
6185,Lonnie Donegan And His Skiffle Group,1,11,1961-08-07
6186,Don Shirley Trio,1,14,1961-07-17
6187,The Dreamlovers,1,12,1961-07-31
6188,The Parkays,1,2,1961-10-09
6189,Jerry Fuller,4,14,1959-08-31
6190,The Jarmels,1,10,1961-07-31
6191,The Blue Jays,1,9,1961-08-14
6192,Lawrence Welk His Orchestra And Chorus,1,3,1961-09-25
6193,Hank Levine And Orchestra,1,1,1961-10-09
6194,The Rays,2,10,1960-01-25
6195,Deane Hawley,2,12,1960-06-20
6196,The Ly - Dells,1,6,1961-08-21
6197,The Halos,1,11,1961-07-17
6198,Duane Eddy And The Rebels,4,37,1959-06-15
6199,The Bobbettes,4,21,1960-07-04
6200,The Velaires,1,7,1961-08-14
6201,"Karl Hammel, Jr.",1,8,1961-07-31
6202,The Chordettes,4,27,1959-03-02
6203,Fred Darian,2,2,1961-02-27
6204,Richard Hayman And His Orchestra,1,1,1961-09-18
6205,Hank Ballard And The Midnighters,12,109,1959-03-09
6206,Little Willie John,11,77,1958-08-11
6207,The Caslons,1,2,1961-09-11
6208,Tina Robin,1,1,1961-09-18
6209,Bull Moose Jackson,1,2,1961-09-11
6210,Otis Williams And His Charms,2,4,1961-03-13
6211,Andy Stewart,2,10,1961-04-03
6212,The Preludes Five,1,5,1961-08-14
6213,Mary Ann Fisher,1,3,1961-08-28
6214,The Four Sportsmen,1,5,1961-08-14
6215,The Rondels,1,4,1961-08-14
6216,Frank Gari,3,36,1960-12-19
6217,Freddy King,4,21,1961-01-09
6218,The Diamonds,5,46,1958-08-04
6219,Little Caesar and The Romans,2,17,1961-05-01
6220,Joe Barry,2,17,1961-04-24
6221,U.S. Bonds,2,29,1960-10-17
6222,Wink Martindale,2,19,1959-09-14
6223,Billy Bland,4,28,1960-02-15
6224,The Butanes,1,3,1961-07-31
6225,The Regents,2,17,1961-05-15
6226,Ernie Fields,1,10,1961-06-19
6227,Rick And The Keens,1,8,1961-07-03
6228,The Chanters,1,9,1961-06-19
6229,Ronny Douglas,1,3,1961-07-31
6230,The Paragons,1,5,1961-07-17
6231,The 3 Friends,1,2,1961-07-31
6232,Pips,1,13,1961-05-15
6233,The Starlets,1,16,1961-04-24
6234,The String-A-Longs,3,32,1961-01-09
6235,Philip Upchurch Combo,1,8,1961-06-19
6236,The Dukays,1,13,1961-05-15
6237,Neil Scott,1,8,1961-06-12
6238,Donnie and The Dreamers,2,13,1961-05-01
6239,Ray Ellis And His Orchestra,1,5,1961-07-03
6240,Roy Drusky,1,16,1961-04-10
6241,Adrian Kimberly,1,5,1961-06-26
6242,Bobby Parker,1,6,1961-06-12
6243,Don Costa And His Orchestra And Chorus,3,45,1959-11-16
6244,Frankie Calen,1,6,1961-06-12
6245,Phill Wilson,1,2,1961-07-10
6246,The Marathons,1,12,1961-04-24
6247,Les Paul And Mary Ford,2,20,1958-08-18
6248,The Edsels,1,11,1961-05-01
6249,The Delacardos,1,5,1961-06-05
6250,Teddy Vann,1,4,1961-06-05
6251,The Echoes,2,15,1961-03-06
6252,Jeanette (Baby) Washington,1,9,1961-04-24
6253,Johnny Maestro The Voice Of The Crests,1,9,1961-04-24
6254,Gogi Grant,2,12,1958-08-25
6255,Teresa Brewer,8,48,1958-09-01
6256,The New Yorkers,1,5,1961-05-15
6257,Al Caiola And His Orchestra,2,22,1960-12-05
6258,The Roommates,1,9,1961-04-10
6259,Piero Soffici,1,7,1961-04-24
6260,The Timetones,1,5,1961-05-08
6261,Russell Byrd,1,5,1961-05-08
6262,Marcy Joe,1,3,1961-05-22
6263,Louise Brown,1,5,1961-05-08
6264,The Excels,1,1,1961-06-05
6265,The Blossoms,1,4,1961-05-08
6266,Wyatt (Earp) McPherson,1,2,1961-05-15
6267,Kokomo,1,14,1961-02-20
6268,Paris Sisters,1,5,1961-04-24
6269,Jerry Lee Lewis And His Pumping Piano,5,17,1958-08-04
6270,The Frogmen,1,8,1961-04-03
6271,Jimmy Witter,1,4,1961-05-01
6272,Pat Zill,1,1,1961-05-22
6273,Cathy Jean and The Roommates,1,12,1961-02-27
6274,Cannonball Adderley Orchestra,1,6,1961-04-10
6275,Lenny Miles,2,9,1961-01-02
6276,Roy Hamilton,5,33,1958-11-17
6277,The Harptones,1,2,1961-05-08
6278,Lale Anderson,1,4,1961-04-24
6279,The Limeliters,1,3,1961-04-24
6280,Mina,1,1,1961-05-08
6281,Merv Griffin,1,4,1961-04-10
6282,Johnny Maestro,1,12,1961-02-06
6283,The Rollers,1,3,1961-04-10
6284,Oscar Black,1,1,1961-04-24
6285,Paul Dino,1,12,1961-01-23
6286,Marv Johnson,9,91,1959-03-16
6287,Frankie Ford,5,34,1959-02-09
6288,Claude Gray,1,2,1961-04-10
6289,Audrey Arno And The Hazy Osterwald Sextet,1,2,1961-04-10
6290,Joe Jones,2,16,1960-09-19
6291,Buddy Knox,5,26,1959-01-05
6292,The Strollers,1,2,1961-04-10
6293,Buzz Clifford,1,14,1961-01-09
6294,Jimmy Jones,4,41,1959-12-28
6295,Rosie,1,4,1961-03-13
6296,Bill Doggett,5,18,1958-08-04
6297,Mark Dinning,4,36,1959-12-21
6298,The Texans,1,1,1961-03-27
6299,The Goodtimers,1,9,1961-01-23
6300,The Cambridge Strings And Singers,1,6,1961-02-13
6301,Donnie Brooks,3,32,1960-06-13
6302,Edith Piaf,1,3,1961-03-06
6303,Etta Jones,3,16,1960-11-07
6304,Dick Lee,1,1,1961-03-13
6305,Lolita,2,21,1960-10-24
6306,Duane Eddy His Twangy Guitar And The Rebels,12,112,1958-08-04
6307,Rosie And The Originals,1,13,1960-12-12
6308,Ramrods,1,9,1961-01-09
6309,Johnny And The Hurricanes,9,76,1959-04-27
6310,Jimmy Charles,1,12,1960-12-05
6311,Ernestine Anderson,1,1,1961-02-27
6312,Charlie Mccoy,1,1,1961-02-27
6313,H.B. Barnum,1,7,1961-01-09
6314,Jerry Murad's Harmonicats,1,8,1960-12-26
6315,The Sevilles,1,5,1961-01-23
6316,"The ""5"" Royales",1,4,1961-01-23
6317,Louis Prima,1,14,1960-11-14
6318,Debbie Dean,1,2,1961-02-06
6319,The Shells,1,8,1960-12-19
6320,Thelma Carpenter,1,6,1961-01-02
6321,Dodie Stevens,5,37,1959-02-16
6322,Titus Turner,2,10,1959-11-23
6323,The Innocents,2,21,1960-08-15
6324,Joni James,6,57,1958-09-15
6325,Cleveland Crochet and Band,1,5,1961-01-02
6326,Ronnie Love And His Orchestra,1,4,1961-01-09
6327,The Royaltones,2,20,1958-10-20
6328,Van Dykes,1,2,1961-01-16
6329,Mello-Kings,1,1,1961-01-23
6330,Jeanne Black,3,25,1960-05-02
6331,The Five Satins,2,11,1960-01-04
6332,James Booker,1,11,1960-11-07
6333,Ronnie Savoy,1,2,1961-01-09
6334,Larry Verne,2,16,1960-08-29
6335,The Melodeers,1,2,1960-12-19
6336,The Blue Diamonds,1,5,1960-11-28
6337,Charles Wolcott,1,7,1960-10-31
6338,Cowboy Copas,1,12,1960-09-26
6339,Lloyd Price and His Orchestra,10,89,1959-04-27
6340,Bob Luman,1,14,1960-09-05
6341,Bobby Hendricks,2,18,1958-08-04
6342,The Paradons,1,16,1960-08-22
6343,Jimmy Charles and The Revelletts,1,15,1960-08-22
6344,The Mark II,1,7,1960-10-17
6345,Richie Allen,1,2,1960-11-21
6346,Felix Slatkin Orchestra and Chorus,1,8,1960-10-03
6347,Charlie Ryan and the Timberline Riders,2,25,1960-05-09
6348,Austin Taylor,1,2,1960-11-14
6349,Webb Pierce,5,29,1959-08-10
6350,Ray Ellis,1,4,1960-10-17
6351,Fabian,10,94,1959-01-12
6352,Ray Conniff His Orchestra And Chorus,1,4,1960-10-17
6353,The Heartbeats,1,1,1960-11-07
6354,Bobby Peterson,1,1,1960-10-31
6355,The Blue Notes,1,4,1960-10-03
6356,Dante and the Evergreens,2,19,1960-05-30
6357,Tommy Edwards,14,128,1958-08-18
6358,Hank Locklin,1,22,1960-05-23
6359,The Ivy Three,1,10,1960-08-08
6360,Guy Mitchell,3,36,1959-10-05
6361,Jaye P. Morgan,3,17,1959-02-09
6362,The Piltdown Men,1,3,1960-09-12
6363,The Fendermen,1,18,1960-05-23
6364,Nat King Cole-Stan Kenton,1,8,1960-08-01
6365,Paul Chaplain and his Emeralds,1,4,1960-08-29
6366,The Tree Swingers,1,6,1960-08-15
6367,Garry Miles,1,13,1960-06-20
6368,Rosemary Clooney,1,3,1960-08-29
6369,Tommy Sands,2,9,1959-09-28
6370,Denny Reed,1,3,1960-08-29
6371,The Crests,6,88,1958-11-24
6372,Hollywood Argyles,1,15,1960-05-30
6373,The Bell Notes,3,25,1959-01-26
6374,Garry Mills,1,11,1960-06-20
6375,Frankie Lymon,1,4,1960-08-08
6376,Paul Evans,3,31,1960-01-25
6377,Preston Epps,2,16,1959-05-18
6378,Bobby Marchan,1,11,1960-06-13
6379,Jon Thomas and Orchestra,1,10,1960-06-06
6380,The Statues,1,3,1960-08-08
6381,Freddie Cannon,3,29,1959-08-24
6382,The Beau-Marks,1,14,1960-05-16
6383,Shirley and Lee,1,6,1960-06-27
6384,Red River Dave,1,6,1960-06-27
6385,Johnny Cash And The Tennessee Two,8,40,1958-08-04
6386,Jessie Hill,2,17,1960-03-28
6387,Hank Thompson,1,1,1960-07-25
6388,Jan And Kjeld,1,7,1960-06-06
6389,Percy Faith And His Orchestra,2,31,1960-01-11
6390,Skip And Flip,3,36,1959-06-22
6391,"Joiner, Arkansas Junior High School Band",1,8,1960-05-16
6392,"Carl Dobkins, Jr.",4,52,1959-04-13
6393,Harold Dorman,1,19,1960-02-29
6394,Mitchell Torok,2,23,1959-08-03
6395,Mel Gadson,1,5,1960-05-30
6396,Dorothy Collins,2,13,1959-12-21
6397,Henry Mancini,1,13,1960-04-04
6398,The Videls,1,3,1960-06-13
6399,The Dyna-Sores,1,3,1960-06-06
6400,Frank DeVol And His Rainbow Strings,1,6,1960-05-16
6401,Art Mooney And His Orchestra,1,2,1960-06-13
6402,Larry Bright,1,3,1960-05-16
6403,Danny Valentino,1,2,1960-06-06
6404,Ray Bryant Combo,1,9,1960-04-11
6405,Gary Cane And His Friends,1,1,1960-06-06
6406,June Valli,3,31,1958-11-24
6407,Debbie Reynolds,2,21,1960-01-18
6408,Johnny Ferguson,1,15,1960-02-22
6409,Barrett Strong,1,17,1960-02-01
6410,Sir Chauncey and his exciting strings,1,4,1960-04-25
6411,Wade Flemons,2,6,1960-02-15
6412,Ray Smith,2,18,1960-01-04
6413,The Singing Belles,1,3,1960-04-18
6414,Monty Kelly And His Orchestra,1,11,1960-02-29
6415,Annette,3,27,1959-04-13
6416,Sammy Masters,1,5,1960-04-04
6417,Les Compagnons De La Chanson,1,8,1960-03-07
6418,The Little Dippers,1,14,1960-01-25
6419,The Ames Brothers,7,53,1958-08-04
6420,Sammy Turner,4,44,1959-06-22
6421,Gary Stites,4,35,1959-04-13
6422,Miss Toni Fisher,2,19,1959-11-16
6423,Stonewall Jackson,4,28,1959-05-25
6424,Spencer Ross,1,14,1960-01-04
6425,Bob Beckham,2,34,1959-08-10
6426,Rosco Gordon,1,7,1960-02-15
6427,Marty Wilde,1,8,1960-02-08
6428,100 Strings and Jono (Choir of 40 Voices),1,1,1960-03-28
6429,Frank Chacksfield And His Orch.,1,8,1960-01-25
6430,Nickey DeMatteo,1,2,1960-03-07
6431,The Knockouts,1,11,1959-12-28
6432,The Frantics,3,6,1959-05-25
6433,Larry Hall,1,15,1959-11-23
6434,Nat Kendrick And The Swans,1,2,1960-02-15
6435,Stan Freberg,2,3,1958-12-29
6436,Jacky Noguez And His Orchestra,2,9,1959-11-16
6437,Rod Lauren,1,10,1959-12-21
6438,The Johnny Otis Show,3,17,1958-08-04
6439,Ivo Robic,1,6,1960-01-18
6440,Joe Turner,1,9,1959-12-28
6441,Billy Walker,1,1,1960-02-15
6442,Janice Harper,2,6,1958-08-18
6443,The Bluenotes,1,9,1959-12-14
6444,Bob Crewe,1,2,1960-02-01
6445,Jamie Horton,1,3,1960-01-25
6446,The Browns,2,31,1959-07-27
6447,Royal Teens,2,17,1958-08-11
6448,The Nutty Squirrels,2,18,1959-11-09
6449,Rocco Granata and the International Quintet,1,11,1959-11-09
6450,Willy Alberti,1,8,1959-11-30
6451,Tender Slim,1,2,1960-01-11
6452,The Spacemen,1,14,1959-10-19
6453,Paul Evans and the Curls,1,18,1959-09-14
6454,Tommy Facenda,1,13,1959-10-19
6455,"Dancer, Prancer And Nervous",1,6,1959-12-07
6456,The Clovers,1,17,1959-09-14
6457,Mitch Miller,1,4,1959-12-14
6458,Jane Morgan,3,35,1958-09-22
6459,Rod Bernard,2,21,1959-03-09
6460,Fireflies,1,16,1959-09-07
6461,Rock-A-Teens,1,12,1959-10-05
6462,Cliff Richard and The Drifters,1,13,1959-09-28
6463,Fireballs,1,13,1959-09-28
6464,The Revels,1,10,1959-10-19
6465,The Islanders,1,13,1959-09-28
6466,The Mormon Tabernacle Choir,1,16,1959-09-07
6467,The Passions,1,10,1959-10-05
6468,The Exotic Sounds of Martin Denny,3,26,1959-04-13
6469,April Stevens,1,3,1959-11-30
6470,5 Satins,1,3,1959-11-30
6471,Paul Gayten,1,7,1959-10-26
6472,Carl Mann,2,23,1959-06-01
6473,Ivo Robic and The Song-Masters,1,17,1959-08-17
6474,Bobby Peterson Quintet,1,7,1959-10-26
6475,Sonny Spencer,1,4,1959-11-16
6476,The Four Lads,5,34,1958-08-04
6477,Ronnie Hawkins and The Hawks,1,16,1959-08-17
6478,Clyde Stacy,1,2,1959-11-16
6479,Floyd Robinson,1,18,1959-07-20
6480,Poni-Tails,3,20,1958-08-04
6481,The Knightsbridge Strings,2,10,1959-07-20
6482,Ralph DeMarco,1,2,1959-11-09
6483,Homer And Jethro,1,10,1959-09-07
6484,Crash Craddock,1,1,1959-11-09
6485,Jivin' Gene And The Jokers,1,4,1959-09-07
6486,E.C. Beatty,1,6,1959-09-21
6487,Eddie Cochran,4,38,1958-08-04
6488,David Hill,2,4,1959-04-20
6489,The Mystics,2,17,1959-05-25
6490,Dick Flood,1,8,1959-08-31
6491,Johnnie Ray,2,9,1958-09-01
6492,Tony Bellus,1,26,1959-04-27
6493,Bob McFadden And Dor,1,8,1959-08-24
6494,The Strangers,1,7,1959-08-31
6495,Ray Sharpe,1,13,1959-07-20
6496,Boyd Bennett,1,4,1959-09-21
6497,"Frank Sinatra ""and a bunch of kids""",1,17,1959-06-15
6498,Edd Byrnes and Friend,1,9,1959-08-10
6499,The Tempos,1,14,1959-06-29
6500,The Dubs,1,6,1959-08-24
6501,Joe Damiano,1,3,1959-08-31
6502,Jerry Keller,1,13,1959-06-29
6503,Johnny Restivo,1,3,1959-09-07
6504,Bobby Vee and The Shadows,1,4,1959-08-31
6505,Jimmy Darren,2,20,1959-04-27
6506,Leslie Uggams,1,1,1959-09-14
6507,Big Jay McNeely And Band,1,16,1959-05-25
6508,Marvin Rainwater,1,7,1959-07-27
6509,Jacky Noguez And His Musette Orchestra,1,12,1959-06-22
6510,Carl Smith,2,10,1958-09-08
6511,Eugene Church,1,5,1959-08-03
6512,The Falcons,1,20,1959-04-20
6513,The Tassels,1,7,1959-07-13
6514,The Tradewinds,1,2,1959-08-10
6515,Sil Austin,1,12,1959-06-01
6516,Roger Smith,1,8,1959-06-29
6517,Hawkshaw Hawkins,1,2,1959-08-03
6518,Louis Prima And Keely Smith,3,21,1958-11-03
6519,Kathy Linden,2,17,1959-04-13
6520,Eddie and Betty,1,4,1959-06-29
6521,Rusty York,1,3,1959-07-20
6522,The Mickey Mozart Quintet,1,10,1959-05-11
6523,Little Bill and The Bluenotes,1,6,1959-06-22
6524,The Megatrons,1,9,1959-06-01
6525,The Eternals,1,3,1959-07-13
6526,Franck Pourcel's French Fiddles,1,16,1959-04-06
6527,The Impalas,2,23,1959-03-16
6528,Arthur Lyman,1,6,1959-06-15
6529,Ritchie Valens,5,61,1958-09-22
6530,Billy Storm,1,14,1959-04-13
6531,The Four Coins,3,18,1958-09-22
6532,The Kalin Twins,2,11,1959-01-12
6533,Cathy Carr,2,16,1959-01-26
6534,Huelyn Duvall,1,3,1959-06-15
6535,Jesse Belvin,2,17,1958-12-29
6536,The Trumpeteers,1,9,1959-04-27
6537,Bobby Day,5,40,1958-08-04
6538,Vaughn Monroe,1,2,1959-05-25
6539,Don French,1,3,1959-05-25
6540,Chico Holiday,1,6,1959-05-04
6541,Billy Grammer,3,36,1958-11-24
6542,Carl Perkins,1,2,1959-06-01
6543,Rocky Olson,1,4,1959-05-04
6544,Tab Hunter,3,26,1958-10-20
6545,Buddy Holly,4,27,1958-08-04
6546,David Seville,3,4,1958-08-04
6547,The Rockin R's,1,8,1959-03-23
6548,The Genies,1,6,1959-03-30
6549,The Big Sound Of Don Ralke,1,5,1959-04-06
6550,Ruby Wright,1,1,1959-05-04
6551,Ronnie Height,1,6,1959-03-23
6552,Ray Anthony and His Orchestra,2,18,1959-01-05
